Product ID,Cat ID,Sub Cat ID,Product Name
FUR-FU-10002703,F,6,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48"""
TEC-PH-10002415,T,8,Polycom VoiceStation 500 Conference phone
OFF-AR-10000657,O,7,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box"
OFF-PA-10004996,O,11,"Speediset Carbonless Redi-Letter 7"" x 8 1/2"""
OFF-PA-10003363,O,11,Xerox 204
TEC-AC-10002305,T,12,KeyTronic E03601U1 - Keyboard - Beige
TEC-AC-10000990,T,12,Imation Bio 2GB USB Flash Drive Imation Corp
FUR-BO-10001608,F,1,"Hon Metal Bookcases, Black"
FUR-BO-10000112,F,1,"Bush Birmingham Collection Bookcase, Dark Cherry"
TEC-PH-10004120,T,8,AT&T 1080 Phone
OFF-BI-10003476,O,9,Avery Metallic Poly Binders
TEC-MA-10002859,T,16,Ativa MDM8000 8-Sheet Micro-Cut Shredder
OFF-AP-10001947,O,10,Acco 6 Outlet Guardian Premium Plus Surge Suppressor
OFF-LA-10001982,O,3,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set
TEC-PH-10003484,T,8,Ooma Telo VoIP Home Phone System
OFF-PA-10000007,O,11,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6"""
OFF-PA-10000552,O,11,Xerox 200
TEC-MA-10001148,T,16,Okidata MB491 Multifunction Printer
OFF-AR-10004062,O,7,Staples in misc. colors
OFF-ST-10000321,O,5,Akro Stacking Bins
OFF-AR-10001149,O,7,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink"
TEC-AC-10002134,T,12,Rosewill 107 Normal Keys USB Wired Standard Keyboard
TEC-PH-10004071,T,8,PayAnywhere Card Reader
OFF-PA-10004039,O,11,Xerox 1882
TEC-AC-10002550,T,12,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack"
OFF-AR-10001725,O,7,Boston Home & Office Model 2000 Electric Pencil Sharpeners
OFF-AR-10004269,O,7,Newell 31
OFF-BI-10003007,O,9,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11"""
OFF-PA-10002195,O,11,Xerox 1966
OFF-SU-10002522,O,15,Acme Kleen Earth Office Shears
TEC-AC-10004859,T,12,"Maxell Pro 80 Minute CD-R, 10/Pack"
TEC-AC-10002558,T,12,Imation Swivel Flash Drive USB flash drive - 8 GB
FUR-FU-10001731,F,6,Acrylic Self-Standing Desk Frames
OFF-SU-10004782,O,15,"Elite 5"" Scissors"
OFF-SU-10000432,O,15,Acco Side-Punched Conventional Columnar Pads
OFF-LA-10004409,O,3,Avery 492
OFF-ST-10001031,O,5,Adjustable Personal File Tote
OFF-LA-10000476,O,3,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll"
OFF-AR-10002987,O,7,Prismacolor Color Pencil Set
TEC-CO-10001571,T,17,Sharp 1540cs Digital Laser Copier
FUR-FU-10003026,F,6,"Eldon Regeneration Recycled Desk Accessories, Black"
OFF-ST-10001034,O,5,Eldon File Chest Portable File
TEC-AC-10000521,T,12,"Verbatim Slim CD and DVD Storage Cases, 50/Pack"
OFF-SU-10003002,O,15,Letter Slitter
TEC-PH-10000730,T,8,Samsung Galaxy S4 Active
FUR-CH-10004983,F,2,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms
OFF-FA-10001332,O,14,"Acco Banker's Clasps, 5 3/4""-Long"
TEC-AC-10001874,T,12,Logitech Wireless Anywhere Mouse MX for PC and Mac
OFF-BI-10000494,O,9,Acco Economy Flexible Poly Round Ring Binder
FUR-TA-10003469,F,4,Balt Split Level Computer Training Table
OFF-AR-10003179,O,7,Dixon Ticonderoga Core-Lock Colored Pencils
FUR-CH-10003606,F,2,SAFCO Folding Chair Trolley
FUR-CH-10003298,F,2,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal"
OFF-LA-10003537,O,3,Avery 515
OFF-PA-10000069,O,11,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack"
FUR-FU-10004017,F,6,"Executive Impressions 13"" Chairman Wall Clock"
OFF-PA-10004733,O,11,Things To Do Today Spiral Book
TEC-AC-10004814,T,12,Logitech Illuminated Ultrathin Keyboard with Backlighting
OFF-SU-10002301,O,15,Serrated Blade or Curved Handle Hand Letter Openers
OFF-BI-10004318,O,9,Ibico EB-19 Dual Function Manual Binding System
FUR-FU-10004164,F,6,"Eldon 300 Class Desk Accessories, Black"
TEC-AC-10001539,T,12,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology
TEC-PH-10002789,T,8,LG Exalt
OFF-BI-10004828,O,9,GBC Poly Designer Binding Covers
OFF-AR-10001770,O,7,Economy #2 Pencils
FUR-FU-10004904,F,6,"Eldon ""L"" Workstation Diamond Chairmat"
FUR-FU-10002396,F,6,"DAX Copper Panel Document Frame, 5 x 7 Size"
TEC-AC-10002331,T,12,"Maxell 74 Minute CDR, 10/Pack"
TEC-AC-10001090,T,12,Micro Innovations Wireless Classic Keyboard with Mouse
FUR-BO-10004218,F,1,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order"
TEC-PH-10001619,T,8,LG G3
OFF-PA-10000246,O,11,Riverleaf Stik-Withit Designer Note Cubes
OFF-PA-10001461,O,11,HP Office Paper (20Lb. and 87 Bright)
OFF-AR-10004165,O,7,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow"
OFF-EN-10001028,O,13,Staple envelope
TEC-PH-10003535,T,8,RCA ViSYS 25423RE1 Corded phone
FUR-FU-10001085,F,6,3M Polarizing Light Filter Sleeves
OFF-AR-10003481,O,7,Newell 348
OFF-PA-10002606,O,11,Xerox 1928
FUR-FU-10003731,F,6,"Eldon Expressions Wood and Plastic Desk Accessories, Oak"
OFF-AP-10001962,O,10,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210
FUR-FU-10003798,F,6,"Ultra Door Kickplate, 8""H x 34""W"
OFF-AR-10002704,O,7,Boston 1900 Electric Pencil Sharpener
TEC-AC-10002942,T,12,WD My Passport Ultra 1TB Portable External Hard Drive
TEC-MA-10001016,T,16,Canon PC170 Desktop Personal Copier
TEC-AC-10001553,T,12,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack"
FUR-FU-10001215,F,6,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock"
OFF-PA-10002499,O,11,Xerox 1890
TEC-PH-10003215,T,8,Jackery Bar Premium Fast-charging Portable Charger
OFF-LA-10002945,O,3,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White"
OFF-AR-10002766,O,7,Prang Drawing Pencil Set
TEC-PH-10004434,T,8,Cisco IP Phone 7961G VoIP phone - Dark gray
FUR-BO-10000711,F,1,"Hon Metal Bookcases, Gray"
OFF-BI-10001120,O,9,Ibico EPK-21 Electric Binding System
OFF-AP-10004655,O,10,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter"
FUR-BO-10004360,F,1,Rush Hierlooms Collection Rich Wood Bookcases
TEC-AC-10000199,T,12,Kingston Digital DataTraveler 8GB USB 2.0
TEC-MA-10001127,T,16,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color"
OFF-AR-10001227,O,7,Newell 338
FUR-CH-10000229,F,2,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs
FUR-BO-10002853,F,1,O'Sullivan 5-Shelf Heavy-Duty Bookcases
OFF-PA-10004022,O,11,Hammermill Color Copier Paper (28Lb. and 96 Bright)
OFF-PA-10004248,O,11,Xerox 1990
OFF-PA-10001363,O,11,Xerox 1933
OFF-BI-10003876,O,9,"Green Canvas Binder for 8-1/2"" x 14"" Sheets"
OFF-EN-10004007,O,13,Park Ridge Embossed Executive Business Envelopes
FUR-BO-10003894,F,1,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black"
TEC-MA-10001570,T,16,Cisco Desktop Collaboration Experience DX650 IP Video Phone
FUR-FU-10003930,F,6,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock
OFF-PA-10000232,O,11,Xerox 1975
OFF-AR-10001972,O,7,Newell 323
OFF-AR-10004587,O,7,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606"
OFF-AP-10001366,O,10,Staple holder
OFF-BI-10000216,O,9,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors"
TEC-MA-10001047,T,16,"3D Systems Cube Printer, 2nd Generation, Magenta"
OFF-LA-10003720,O,3,Avery 487
TEC-MA-10003246,T,16,Hewlett-Packard Deskjet D4360 Printer
FUR-FU-10000175,F,6,DAX Wood Document Frame.
OFF-PA-10000556,O,11,Xerox 208
TEC-AC-10003237,T,12,Memorex Micro Travel Drive 4 GB
OFF-EN-10003068,O,13,#6 3/4 Gummed Flap White Envelopes
FUR-FU-10004053,F,6,DAX Two-Tone Silver Metal Document Frame
OFF-PA-10000565,O,11,Easy-staple paper
OFF-LA-10000414,O,3,Avery 503
OFF-AP-10002998,O,10,Holmes 99% HEPA Air Purifier
FUR-BO-10004690,F,1,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase
OFF-AR-10002445,O,7,SANFORD Major Accent Highlighters
FUR-BO-10003546,F,1,Hon 4-Shelf Metal Bookcases
FUR-TA-10003392,F,4,Global Adaptabilities Conference Tables
OFF-AR-10003217,O,7,Newell 316
OFF-ST-10001932,O,5,Fellowes Staxonsteel Drawer Files
OFF-AR-10001761,O,7,Avery Hi-Liter Smear-Safe Highlighters
OFF-EN-10003567,O,13,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box"
OFF-PA-10003022,O,11,Xerox 1992
FUR-TA-10004442,F,4,Riverside Furniture Stanwyck Manor Table Series
OFF-ST-10000129,O,5,Fellowes Recycled Storage Drawers
OFF-PA-10004948,O,11,Xerox 190
OFF-PA-10001725,O,11,Xerox 1892
TEC-PH-10000213,T,8,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black
OFF-PA-10000807,O,11,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad"
OFF-ST-10003805,O,5,"24 Capacity Maxi Data Binder Racks, Pearl"
OFF-PA-10004353,O,11,Southworth 25% Cotton Premium Laser Paper and Envelopes
OFF-EN-10004206,O,13,Multimedia Mailers
OFF-LA-10003388,O,3,Avery 5
TEC-PH-10000193,T,8,Jensen SMPS-640 - speaker phone
FUR-FU-10002111,F,6,"Master Caster Door Stop, Large Brown"
OFF-ST-10000885,O,5,Fellowes Desktop Hanging File Manager
OFF-PA-10002709,O,11,Xerox 1956
FUR-FU-10003424,F,6,Nu-Dell Oak Frame
OFF-BI-10003718,O,9,GBC Therma-A-Bind 250T Electric Binding System
FUR-FU-10002508,F,6,Document Clip Frames
OFF-AP-10004052,O,10,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk"
OFF-PA-10003134,O,11,Xerox 1937
FUR-FU-10000719,F,6,"DAX Cubicle Frames, 8-1/2 x 11"
FUR-BO-10003893,F,1,Sauder Camden County Collection Library
TEC-CO-10001943,T,17,Canon PC-428 Personal Copier
FUR-CH-10000749,F,2,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms
OFF-PA-10003228,O,11,Xerox 1917
TEC-AC-10001542,T,12,SanDisk Cruzer 16 GB USB Flash Drive
TEC-AC-10004877,T,12,Imation 30456 USB Flash Drive 8GB
TEC-PH-10001305,T,8,Panasonic KX TS208W Corded phone
OFF-PA-10000483,O,11,Xerox 19
TEC-AC-10000487,T,12,SanDisk Cruzer 4 GB USB Flash Drive
TEC-AC-10002018,T,12,AmazonBasics 3-Button USB Wired Mouse
OFF-PA-10004381,O,11,14-7/8 x 11 Blue Bar Computer Printout Paper
OFF-EN-10001453,O,13,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box"
OFF-SU-10001212,O,15,Kleencut Forged Office Shears by Acme United Corporation
OFF-BI-10000201,O,9,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack"
TEC-AC-10004396,T,12,Logitech Keyboard K120
OFF-PA-10001166,O,11,Xerox 1932
OFF-AR-10002467,O,7,Dixon Ticonderoga Pencils
FUR-FU-10002813,F,6,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size"
TEC-MA-10000752,T,16,Texas Instrument TI-15 Fraction Calculator
FUR-FU-10004845,F,6,"Deflect-o EconoMat Nonstudded, No Bevel Mat"
OFF-FA-10000840,O,14,OIC Thumb-Tacks
OFF-AR-10001231,O,7,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2"
TEC-PH-10004875,T,8,PNY Rapid USB Car Charger - Black
FUR-CH-10001802,F,2,Hon Every-Day Chair Series Swivel Task Chairs
TEC-PH-10003356,T,8,"SmartStand Mobile Device Holder, Assorted Colors"
OFF-AP-10002670,O,10,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors
OFF-FA-10003485,O,14,Staples
OFF-AP-10000390,O,10,Euro Pro Shark Stick Mini Vacuum
OFF-PA-10002764,O,11,Easy-staple paper
OFF-PA-10000143,O,11,Astroparche Fine Business Paper
TEC-MA-10000045,T,16,Zebra ZM400 Thermal Label Printer
OFF-ST-10000136,O,5,Letter Size File
TEC-PH-10004522,T,8,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black
TEC-PH-10002584,T,8,Samsung Galaxy S4
FUR-CH-10004626,F,2,Office Star Flex Back Scooter Chair with Aluminum Finish Frame
TEC-PH-10000562,T,8,Samsung Convoy 3
FUR-FU-10001025,F,6,"Eldon Imàge Series Desk Accessories, Clear"
OFF-LA-10004178,O,3,Avery 491
OFF-PA-10003797,O,11,Xerox 209
OFF-EN-10003448,O,13,"Peel & Seel Recycled Catalog Envelopes, Brown"
OFF-AP-10000938,O,10,Avanti 1.7 Cu. Ft. Refrigerator
OFF-SU-10004737,O,15,Acme Design Stainless Steel Bent Scissors
FUR-TA-10001691,F,4,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops"
TEC-MA-10003173,T,16,Hewlett-Packard 300S Scientific Calculator
OFF-LA-10000305,O,3,Avery 495
TEC-PH-10002583,T,8,iOttie HLCRIO102 Car Mount
OFF-AR-10003876,O,7,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink"
FUR-FU-10004864,F,6,Eldon 500 Class Desk Accessories
OFF-PA-10003063,O,11,EcoTones Memo Sheets
OFF-PA-10003302,O,11,Xerox 1906
TEC-MA-10000423,T,16,Texas Instruments TI-34 Scientific Calculator
OFF-PA-10003022,O,11,Standard Line “While You Were Out” Hardbound Telephone Message Book
TEC-AC-10004992,T,12,Kingston Digital DataTraveler 64GB USB 2.0
OFF-BI-10004099,O,9,GBC VeloBinder Strips
OFF-PA-10001215,O,11,Xerox 1963
TEC-AC-10003870,T,12,Logitech Z-906 Speaker sys - home theater - 5.1-CH
OFF-AP-10000275,O,10,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black"
FUR-FU-10003192,F,6,Luxo Adjustable Task Clamp Lamp
OFF-PA-10000859,O,11,Unpadded Memo Slips
OFF-AR-10000614,O,7,Barrel Sharpener
OFF-FA-10000089,O,14,Acco Glide Clips
FUR-TA-10001771,F,4,"Bush Cubix Conference Tables, Fully Assembled"
FUR-CH-10002044,F,2,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum"
TEC-PH-10001795,T,8,RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting
FUR-TA-10001086,F,4,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine"
OFF-PA-10000048,O,11,Xerox 20
TEC-MA-10002109,T,16,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax"
OFF-PA-10003036,O,11,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book"
TEC-PH-10001870,T,8,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5
OFF-ST-10002182,O,5,"Iris 3-Drawer Stacking Bin, Black"
TEC-PH-10001468,T,8,Panasonic Business Telephones KX-T7736
OFF-AR-10004010,O,7,Hunt Boston Vacuum Mount KS Pencil Sharpener
OFF-ST-10003572,O,5,Portfile Personal File Boxes
OFF-ST-10003994,O,5,"Belkin 19"" Center-Weighted Shelf, Gray"
FUR-CH-10001545,F,2,Hon Comfortask Task/Swivel Chairs
FUR-FU-10004245,F,6,"Career Cubicle Clock, 8 1/4"", Black"
OFF-EN-10002592,O,13,"Peel & Seel Recycled Catalog Envelopes, Brown"
OFF-AR-10000914,O,7,Boston 16765 Mini Stand Up Battery Pencil Sharpener
OFF-LA-10003498,O,3,Avery 475
TEC-MA-10003329,T,16,"Vtech AT&T CL2940 Corded Speakerphone, Black"
FUR-FU-10000747,F,6,Tenex B1-RE Series Chair Mats for Low Pile Carpets
TEC-PH-10004100,T,8,Griffin GC17055 Auxiliary Audio Cable
OFF-ST-10000636,O,5,Rogers Profile Extra Capacity Storage Tub
TEC-PH-10003174,T,8,RCA ViSYS 25825 Wireless digital phone
OFF-PA-10001497,O,11,Xerox 1914
OFF-PA-10001952,O,11,Xerox 1902
OFF-SU-10004661,O,15,Acme Titanium Bonded Scissors
OFF-BI-10002026,O,9,Ibico Recycled Linen-Style Covers
OFF-PA-10001826,O,11,Xerox 207
TEC-MA-10001031,T,16,Socket Bluetooth Cordless Hand Scanner (CHS)
TEC-MA-10003176,T,16,Okidata B400 Printer
TEC-AC-10002647,T,12,"Logitech Wireless Boombox Speaker - portable - wireless, wired"
TEC-PH-10002114,T,8,Xiaomi Mi3
OFF-PA-10001593,O,11,Xerox 1947
TEC-AC-10004803,T,12,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive
OFF-PA-10001801,O,11,Xerox 193
TEC-PH-10000127,T,8,iOttie XL Car Mount
OFF-AP-10001564,O,10,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup
TEC-AC-10004595,T,12,First Data TMFD35 PIN Pad
FUR-FU-10002874,F,6,Ultra Commercial Grade Dual Valve Door Closer
FUR-FU-10003489,F,6,Contemporary Borderless Frame
TEC-MA-10002073,T,16,"3D Systems Cube Printer, 2nd Generation, White"
TEC-PH-10004006,T,8,Panasonic KX - TS880B Telephone
OFF-BI-10000279,O,9,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders"
OFF-PA-10000300,O,11,Xerox 1936
OFF-BI-10004308,O,9,Avery Legal 4-Ring Binder
TEC-PH-10004080,T,8,Avaya 5410 Digital phone
OFF-PA-10001260,O,11,"TOPS Money Receipt Book, Consecutively Numbered in Red,"
OFF-ST-10004946,O,5,Desktop 3-Pocket Hot File
OFF-PA-10002109,O,11,Wirebound Voice Message Log Book
TEC-MA-10004255,T,16,Konica Minolta magicolor 1690MF Multifunction Printer
FUR-FU-10003095,F,6,"Linden 12"" Wall Clock With Oak Frame"
FUR-FU-10000820,F,6,Tensor Brushed Steel Torchiere Floor Lamp
TEC-MA-10002930,T,16,Ricoh - Ink Collector Unit for GX3000 Series Printers
OFF-PA-10003205,O,11,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper"
OFF-LA-10002368,O,3,Avery 479
TEC-MA-10003230,T,16,Okidata C610n Printer
OFF-PA-10000295,O,11,Xerox 229
OFF-SU-10004884,O,15,Acme Galleria Hot Forged Steel Scissors with Colored Handles
FUR-FU-10002240,F,6,Nu-Dell EZ-Mount Plastic Wall Frames
FUR-FU-10001057,F,6,Tensor Track Tree Floor Lamp
FUR-CH-10002073,F,2,Hon Olson Stacker Chairs
OFF-AP-10003278,O,10,Belkin 7-Outlet SurgeMaster Home Series
TEC-PH-10002070,T,8,Griffin GC36547 PowerJolt SE Lightning Charger
FUR-FU-10000277,F,6,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting
TEC-AC-10004420,T,12,Cherry 142-key Programmable Keyboard
TEC-PH-10004094,T,8,Motorola L703CM
TEC-MA-10002790,T,16,NeatDesk Desktop Scanner & Digital Filing System
OFF-AP-10001634,O,10,Hoover Commercial Lightweight Upright Vacuum
OFF-PA-10001837,O,11,Xerox 1976
OFF-AR-10003896,O,7,"Stride Job 150 Highlighters, Chisel Tip, Assorted Colors"
OFF-BI-10002897,O,9,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2"""
OFF-PA-10001243,O,11,Xerox 1983
FUR-FU-10003806,F,6,"Tenex Chairmat w/ Average Lip, 45"" x 53"""
TEC-MA-10000904,T,16,"Brother MFC-9340CDW LED All-In-One Printer, Copier Scanner"
OFF-LA-10002473,O,3,Avery 484
FUR-FU-10003374,F,6,Electrix Fluorescent Magnifier Lamps & Weighted Base
TEC-MA-10001856,T,16,Okidata C610n Printer
OFF-ST-10003641,O,5,Space Solutions Industrial Galvanized Steel Shelving.
OFF-AR-10004707,O,7,Staples in misc. colors
TEC-MA-10004086,T,16,Plantronics Single Ear Headset
TEC-MA-10001695,T,16,Zebra GK420t Direct Thermal/Thermal Transfer Printer
FUR-FU-10002506,F,6,"Tensor ""Hersey Kiss"" Styled Floor Lamp"
TEC-AC-10004518,T,12,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive
OFF-AP-10000027,O,10,Hoover Commercial SteamVac
OFF-PA-10002558,O,11,Xerox 1938
TEC-AC-10000926,T,12,NETGEAR RangeMax WNR1000 Wireless Router
OFF-PA-10001846,O,11,Xerox 1899
TEC-MA-10003673,T,16,Hewlett-Packard Desktjet 6988DT Refurbished Printer
FUR-BO-10001567,F,1,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled"
FUR-FU-10001379,F,6,"Executive Impressions 16-1/2"" Circular Wall Clock"
TEC-MA-10000984,T,16,Okidata MB760 Printer
OFF-AR-10000937,O,7,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set"
FUR-FU-10002030,F,6,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement"
OFF-FA-10000254,O,14,Sterling Rubber Bands by Alliance
OFF-AP-10004136,O,10,Kensington 6 Outlet SmartSocket Surge Protector
TEC-AC-10002370,T,12,Maxell CD-R Discs
OFF-AR-10003986,O,7,Avery Hi-Liter Pen Style Six-Color Fluorescent Set
OFF-SU-10004290,O,15,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut"
TEC-MA-10004552,T,16,Star Micronics TSP100 TSP143LAN Receipt Printer
OFF-PA-10000312,O,11,Xerox 1955
OFF-PA-10001001,O,11,"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate"
OFF-PA-10001583,O,11,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack"
TEC-MA-10002694,T,16,Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner
TEC-MA-10004626,T,16,Lexmark 20R1285 X6650 Wireless All-in-One Printer
TEC-PH-10004241,T,8,Nokia Lumia 1020
OFF-SU-10003936,O,15,Acme Serrated Blade Letter Opener
TEC-MA-10003337,T,16,Okidata B401 Printer
OFF-PA-10000210,O,11,Xerox Blank Computer Paper
OFF-AR-10003477,O,7,4009 Highlighters
FUR-CH-10002317,F,2,Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs
OFF-LA-10004677,O,3,Self-Adhesive Address Labels for Typewriters with Dispenser Box
FUR-CH-10002780,F,2,Office Star - Task Chair with Contemporary Loop Arms
OFF-EN-10001535,O,13,Grip Seal Envelopes
TEC-MA-10003493,T,16,Penpower WorldCard Pro Card Scanner
TEC-AC-10002380,T,12,Sony 8GB Class 10 Micro SDHC R40 Memory Card
TEC-PH-10002817,T,8,RCA ViSYS 25425RE1 Corded phone
TEC-MA-10003589,T,16,Cisco 8961 IP Phone Charcoal
OFF-AP-10003099,O,10,"Eureka Hand Vacuum, Bagless"
TEC-PH-10002645,T,8,LG G2
OFF-ST-10001627,O,5,Eldon Jumbo ProFile Portable File Boxes Graphite/Black
